ISBN	rgtn	uke_ymd	title	sub_title	series	auth	cls1	cls2	cls3	pub	pub_year	page	size	ymd
	0000004696	2003/11/07	源氏物語評釈　四／絵合・乙女			紫式部／玉上　琢彌	913.3	ﾀﾀ	4	角川書店	1965	472	22	2003
	0000004698	2003/10/12	人間と宇宙の話　／ライフ・サイエンス・ライブラリー		ライフ・サイエンス・ライブラリー	ライフ編集部．編	538.9	ﾗ		タイム・ライフ・インターナショナル	1965	201	28	2003
	0000004703	2003/05/24	図説　国民の歴史　１１／近代日本の百年／成金景気のころ			日本近代史研究会．編	210.6	ﾆ	11	国文社	1965	111	30	2003
	0000004760	2003/05/24	図説　国民の歴史　７／近代日本の百年／道は六百八十里			日本近代史研究会．編	210.6	ﾆ	7	国文社	1965	111	30	2003
	0000004761	2003/05/24	図説　国民の歴史　８／近代日本の百年／廿世紀の夜明け			日本近代史研究会．編	210.6	ﾆ	8	国文社	1965	111	30	2003
	0000004762	2003/05/24	図説　国民の歴史　９／近代日本の百年／赤い夕陽の満州に／			日本近代史研究会．編	210.6	ﾆ	9	国文社	1965	111	30	2003
	0000004763	2003/05/24	図説　国民の歴史　１０／近代日本の百年／憲政の火花散る			日本近代史研究会．編	210.6	ﾆ	10	国文社	1965	111	30	2003
	0000004764	2003/05/24	図説　国民の歴史　１２／近代日本の百年／川原の枯すすき			日本近代史研究会．編	210.6	ﾆ	12	国文社	1965	111	30	2003
	0000004775	2003/11/07	源氏物語評釈　三／須磨〜関屋			紫式部／玉上　琢彌	913.3	ﾀﾀ	3	角川書店	1965	458	22	2003
	0000004799	2003/04/14	漢詩大系　５　／古詩源〈下〉		漢詩大系	早川　清孝	921	ｼ	5	集英社	1965	438	22	2003
	0000004800	2003/04/14	漢詩大系　８　／李白		漢詩大系	李白／青木　正治／	921	ｼ	8	集英社	1965	365	22	2003
	0000004801	2003/04/14	漢詩大系　９　／杜甫		漢詩大系	杜甫／目加田　誠／	921	ｼ	9	集英社	1965	350	22	2003
	0000004802	2003/04/14	漢詩大系　１４　／杜牧		漢詩大系	杜牧／市野澤　寅男	921	ｼ	14	集英社	1965	352	22	2003
	0000004803	2003/04/14	漢詩大系　２０　／元好問		漢詩大系	元　高問／鈴木　修次	921	ｼ	20	集英社	1965	350	22	2003
	0000004808	2003/08/22	ライフ　サイエンス　ライブラリー／科学者の話			ライフ編集部．編	402.8	ﾏ		タイムライフ・インターナショナル	1965	201	28	2003
	0000004814	2003/06/12	歌合集　／日本古典文学大系　７４		日本古典文学大系　７４	萩谷　朴．他	911.1	ﾊﾎ	74	岩波書店	1965	571	22	2003
	0000004815	2003/06/21	假名草子集　／日本古典文学大系　９０		日本古典文学大系　９０	前田　金五郎	913.5	ﾏｷ	90	岩波書店	1965	533	22	2003
	0000004817	2003/06/12	三教指帰／性霊集　／日本古典文学大系　７１		日本古典文学大系　７１	渡邊　照宏．他	121.4	ﾜｼ	71	岩波書店	1965	594	22	2003
	0000004818	2003/06/21	神皇正統記／増鏡　／日本古典文学大系　８７		日本古典文学大系　８７	岩佐　正．他	913.4	ｲﾀ	87	岩波書店	1965	542	22	2003
	0000004819	2003/06/12	篁物語／平中物語　／日本古典文学大系　７７		日本古典文学大系　７７	遠藤　嘉基．他	913.3	ｴﾖ	77	岩波書店	1964	516	22	2003
	0000004820	2003/06/12	狭衣物語　／日本古典文学大系　７９／		日本古典文学大系　７９	三谷　榮一	913.3	ﾐﾕ	79	岩波書店	1965	544	22	2003
	0000004821	2003/06/11	榮花物語　〈下〉　／日本古典文学大系　７６		日本古典文学大系　７６	松村　博司．他	913.5	ﾏﾋ	76	岩波書店	1965	639	22	2003
	0000004822	2003/06/22	歌舞伎十八番集　／日本古典文学大系　９８		日本古典文学大系　９８	郡司　正勝	912.5	ｸﾞﾏ	98	岩波書店	1965	502	22	2003
	0000004823	2003/06/12	篁物語／平中物語　／日本古典文学大系　７７		日本古典文学大系　７７	遠藤　嘉基．他	913.3	ｴﾖ	77	岩波書店	1964	516	22	2003
	0000004824	2003/06/22	文楽浄瑠璃集　／日本古典文学大系　９９		日本古典文学大系　９９	祐田　善雄	912.4	ﾕﾖ	99	岩波書店	1965	472	22	2003
	0000004825	2003/06/11	日本書紀　〈下〉　／日本古典文学大系　６８		日本古典文学大系　６８	坂本　太郎．他	913.2	ｻﾀ	68	岩波書店	1965	627	22	2003
	0000004835	2003/04/14	漢詩大系　２４　／歴代名詞選		漢詩大系	中田　勇次郎	921	ｼ	24	集英社	1965	431	22	2003
	0000004845	2003/05/19	列藩騒動録　第二巻			海音寺　潮五郎	210.5	ｶﾁ	2	新潮社	1965	233	20	2003
	0000004871	2003/05/24	図説　国民の歴史　１３／近代日本の百年／復興の槌音高く			日本近代史研究会．編	210.6	ﾆ	13	国文社	1965	111	30	2003
