ISBN	rgtn	ukeymd	title	auth	pub	pub_year	page	size	series	cls1	cls2	cls3	ukeymd_1
9784-480073709	51567	2021/7/8	問いの立て方	宮野 公樹 著	筑摩書房	2021	199p	18cm	ちくま新書　１５５１	141.5	ミ		202107
9784-122070066	51568	2021/7/8	架空の犬と嘘をつく猫	寺地 はるな 著	中央公論新社	2020	271p	16cm	中公文庫　て１１－１	913.6	テ		202107
9784-122070042	51569	2021/7/8	幕末暗殺！	鈴木 英治 著　早見 俊 著　秋山 香乃 著　神家 正成 著　新美 健 著　誉田 龍一 著　谷津 矢車 著	中央公論新社	2020	387p	16cm	中公文庫　す２５－３４	913.68	バ		202107
9784-121026293	51570	2021/7/8	ロヒンギャ危機　「民族浄化」の真相	中西 嘉宏 著	中央公論新社	2021	5 252p	18cm	中公新書　２６２９	316.8	ナ		202107
9784-492762554	51571	2021/7/8	ＡＩ時代に生きる数学力の鍛え方　思考力を高める学びとは	芳沢 光雄 著	東洋経済新報社	2020	10 298p	19cm		410	ヨ		202107
9784-152100061	51572	2021/7/8	クララとお日さま	カズオ・イシグロ 著　土屋 政雄 訳	早川書房	2021	440p	20cm		933.7	ｲｼ		202107
9784-150505677	51573	2021/7/8	シーラという子　虐待されたある少女の物語　新版	トリイ・ヘイデン 著　入江 真佐子 訳	早川書房	2021	451p	16cm	ハヤカワ文庫　ＮＦ　５６７	936	ヘ		202107
9784-150505691	51574	2021/7/8	津波の霊たち　３・１１死と生の物語	リチャード・ロイド・パリー 著　濱野 大道 訳	早川書房	2021	443p	16cm	ハヤカワ文庫　ＮＦ　５６９	369.3	パ		202107
9784-569900988	51575	2021/7/8	名作なんか、こわくない	柚木 麻子 著	ＰＨＰ研究所	2021	267p	15cm	ＰＨＰ文芸文庫　ゆ２－１	902.3	ユ		202107
9784-167916053	51576	2021/7/8	大獄　西郷青嵐賦	葉室 麟 著	文藝春秋	2020	330p	16cm	文春文庫　は３６－１１	913.6	ハ		202107
9784-591169032	51577	2021/7/8	ほたるいしマジカルランド	寺地 はるな 著	ポプラ社	2021	283p	19cm		913.6	ﾃﾗ		202107
9784-635450508	51578	2021/7/8	アイラップレシピ　簡単・時短・手間いらず　ふだん使いに！キャンプに！災害時に！	アイラップ愛好会 著	山と溪谷社	2021	127p	21cm		596	ア		202107
9784-750352435	51579	2022/1/18	アフガニスタンを知るための７０章	前田 耕作 編著　山内 和也 編著	明石書店	2022	408p	19cm	エリア・スタディーズ　１８５	302.2	ｱ		202201
9784-750352534	51580	2022/1/18	シンガポールを知るための６５章　第５版	田村 慶子 編著	明石書店	2021	335p	19cm	エリア・スタディーズ　１７	302.2	ﾀ		202201
9784-750517100	51581	2022/1/18	戦争とバスタオル	安田 浩一 文　金井 真紀 文と絵	亜紀書房	2022	373p	19cm		291.0	ﾔ		202201
9784-750516912	51582	2022/1/18	小さな心の同好会	ユン イヒョン 著　古川 綾子 訳	亜紀書房	2022	339p	19cm	となりの国のものがたり　０８	929.1	ﾕﾝ		202201
9784-750517124	51583	2022/1/18	森の探偵　無人カメラがとらえた日本の自然	宮崎 学 著　小原 真史 文・構成	亜紀書房	2022	333p	19cm		743.6	ミ		202201
9784-022951243	51584	2022/1/18	内側から見た「ＡＩ大国」中国　アメリカとの技術覇権争いの最前線	福田 直之 著	朝日新聞出版	2021	269p	18cm	朝日新書　８１４	007.3	ﾌｸ		202201
9784-023340299	51585	2022/1/18	カラダの不思議としくみ入門　イラスト図解　人のカラダにはまだまだ多くの謎がある！	中島 雅美 監修	朝日新聞出版	2022	207p	21cm		491.3	カ		202201
9784-022517654	51586	2022/1/18	クレイジー・フォー・ラビット	奥田 亜希子 著	朝日新聞出版	2022	205p	19cm		913.6	ｵｸ		202201
9784-023340497	51587	2022/1/18	ごはんできたよ！今日、何作ろう！？何食べる！？ある日の献立、つまみとおかずとごちそう、〆も一五〇品	飛田 和緒 著	朝日新聞出版	2021	223p	26cm		596	ヒ		202201
9784-022631107	51588	2022/1/18	ごみ収集とまちづくり　清掃の現場から考える地方自治	藤井 誠一郎 著	朝日新聞出版	2022	264 9p	19cm	朝日選書　１０２３	518.5	フ		202201
9784-022517937	51589	2022/1/18	砂に埋もれる犬	桐野 夏生 著	朝日新聞出版	2021	494p	20cm		913.6	ｷﾘ		202201
9784-022517920	51590	2022/1/18	ペッパーズ・ゴースト	伊坂 幸太郎 著	朝日新聞出版	2021	387p	20cm		913.6	ｲｻ		202201
